gene_name,gene_id,genome
ENSG00000235639,ENSG00000235639,hg38
ELOAP1,ENSG00000235640,hg38
LINC00484-1,ENSG00000235641,hg38
PTP4A1P5,ENSG00000235642,hg38
LINC01647,ENSG00000235643,hg38
RPL10P5,ENSG00000235644,hg38
LINC02651,ENSG00000235645,hg38
MTND1P2,ENSG00000235646,hg38
MTFR2P2,ENSG00000235647,hg38
MXRA5Y,ENSG00000235649,hg38
G3BP1P1,ENSG00000235651,hg38
EPM2A-DT,ENSG00000235652,hg38
ENSG00000235653,ENSG00000235653,hg38
H3P6,ENSG00000235655,hg38
RPL36P18,ENSG00000235656,hg38
ENSG00000235659,ENSG00000235659,hg38
LINC00345,ENSG00000235660,hg38
MIR670HG,ENSG00000235661,hg38
SAPCD1-AS1,ENSG00000235663,hg38
LINC00298,ENSG00000235665,hg38
CHN2-AS1,ENSG00000235669,hg38
RPL21P40,ENSG00000235670,hg38
ENSG00000235672,ENSG00000235672,hg38
ENSG00000235673,ENSG00000235673,hg38
LDHAP2,ENSG00000235674,hg38
NPM1P26,ENSG00000235677,hg38
OR5AN2P,ENSG00000235678,hg38
ENSG00000235679,ENSG00000235679,hg38
ENSG00000235681,ENSG00000235681,hg38
ENSG00000235683,ENSG00000235683,hg38
ENSG00000235685,ENSG00000235685,hg38
PPIAP20,ENSG00000235686,hg38
LINC00993,ENSG00000235687,hg38
SNTG2-AS1,ENSG00000235688,hg38
ENSG00000235689,ENSG00000235689,hg38
CUBNP3,ENSG00000235690,hg38
HIGD2AP2,ENSG00000235695,hg38
PA2G4P2,ENSG00000235698,hg38
CXorf51B,ENSG00000235699,hg38
CYCSP52,ENSG00000235700,hg38
PCBP2P1,ENSG00000235701,hg38
EOLA2-DT,ENSG00000235703,hg38
ENSG00000235705,ENSG00000235705,hg38
DICER1-AS1,ENSG00000235706,hg38
ENSG00000235707,ENSG00000235707,hg38
TRIM67-AS1,ENSG00000235710,hg38
ANKRD34C,ENSG00000235711,hg38
ENSG00000235713,ENSG00000235713,hg38
KRT18P46,ENSG00000235716,hg38
DPP10-AS2,ENSG00000235717,hg38
MFRP,ENSG00000235718,hg38
GABPAP,ENSG00000235720,hg38
ENSG00000235721,ENSG00000235721,hg38
PSMD14-DT,ENSG00000235724,hg38
LINC03050,ENSG00000235725,hg38
ENSG00000235726,ENSG00000235726,hg38
ENSG00000235728,ENSG00000235728,hg38
ENSG00000235729,ENSG00000235729,hg38
OR2AF1P,ENSG00000235730,hg38
LINC02250,ENSG00000235731,hg38
HMGN1P36,ENSG00000235734,hg38
RPL7AP72,ENSG00000235735,hg38
ENSG00000235736,ENSG00000235736,hg38
TRIM60P19,ENSG00000235737,hg38
ENSG00000235738,ENSG00000235738,hg38
PHACTR2-AS1,ENSG00000235740,hg38
LINC02784,ENSG00000235741,hg38
ENSG00000235742,ENSG00000235742,hg38
ENSG00000235743,ENSG00000235743,hg38
CTBP2P2,ENSG00000235746,hg38
SEPTIN14P12,ENSG00000235748,hg38
ENSG00000235749,ENSG00000235749,hg38
KIAA0040,ENSG00000235750,hg38
ENSG00000235756,ENSG00000235756,hg38
ARHGAP42P3,ENSG00000235759,hg38
MSH2-OT1,ENSG00000235760,hg38
MTCO3P46,ENSG00000235761,hg38
SNRPGP5,ENSG00000235763,hg38
BRD7P5,ENSG00000235768,hg38
LINC00607,ENSG00000235770,hg38
ENSG00000235772,ENSG00000235772,hg38
ENSG00000235774,ENSG00000235774,hg38
ENSG00000235775,ENSG00000235775,hg38
RPL7AP70,ENSG00000235776,hg38
DPYD-AS2,ENSG00000235777,hg38
ENSG00000235778,ENSG00000235778,hg38
ENSG00000235779,ENSG00000235779,hg38
USP17L27,ENSG00000235780,hg38
LINC02569,ENSG00000235781,hg38
ENSG00000235782,ENSG00000235782,hg38
HNRNPA1P29,ENSG00000235784,hg38
ENSG00000235785,ENSG00000235785,hg38
ZNRF3-IT1,ENSG00000235786,hg38
RPL35AP8,ENSG00000235787,hg38
PEF1-AS1,ENSG00000235790,hg38
MTND3P21,ENSG00000235794,hg38
ENSG00000235795,ENSG00000235795,hg38
ENSG00000235797,ENSG00000235797,hg38
HCFC1-AS1,ENSG00000235802,hg38
MTCO2P23,ENSG00000235803,hg38
ENSG00000235804,ENSG00000235804,hg38
SOCS5P3,ENSG00000235805,hg38
ENSG00000235806,ENSG00000235806,hg38
MYL6P2,ENSG00000235808,hg38
ENSG00000235810,ENSG00000235810,hg38
ENSG00000235811,ENSG00000235811,hg38
ADAM21P1,ENSG00000235812,hg38
ENSG00000235813,ENSG00000235813,hg38
ENSG00000235815,ENSG00000235815,hg38
PRELID1P3,ENSG00000235816,hg38
ENSG00000235817,ENSG00000235817,hg38
VN1R17P,ENSG00000235818,hg38
ENSG00000235819,ENSG00000235819,hg38
ENSG00000235820,ENSG00000235820,hg38
IFITM4P,ENSG00000235821,hg38
OLMALINC,ENSG00000235823,hg38
LINC00837,ENSG00000235824,hg38
TUBB8P9,ENSG00000235827,hg38
RPL36AP26,ENSG00000235828,hg38
TBCAP2,ENSG00000235829,hg38
SRGAP3-AS4,ENSG00000235830,hg38
BHLHE40-AS1,ENSG00000235831,hg38
CNN2P3,ENSG00000235832,hg38
ENSG00000235833,ENSG00000235833,hg38
ENSG00000235834,ENSG00000235834,hg38
KIF3AP1,ENSG00000235836,hg38
ENSG00000235837,ENSG00000235837,hg38
HSP90AB7P,ENSG00000235838,hg38
ENSG00000235840,ENSG00000235840,hg38
ENSG00000235843,ENSG00000235843,hg38
ENSG00000235845,ENSG00000235845,hg38
LDHAP7,ENSG00000235847,hg38
RMDN2-AS1,ENSG00000235848,hg38
HS6ST2-AS1,ENSG00000235849,hg38
ENSG00000235852,ENSG00000235852,hg38
OR7E145P,ENSG00000235855,hg38
CTBP2P1,ENSG00000235857,hg38
ENSG00000235858,ENSG00000235858,hg38
ENSG00000235859,ENSG00000235859,hg38
ENSG00000235861,ENSG00000235861,hg38
ENSG00000235862,ENSG00000235862,hg38
B3GALT4,ENSG00000235863,hg38
HSPA8P6,ENSG00000235864,hg38
GSN-AS1,ENSG00000235865,hg38
GAPDHP31,ENSG00000235868,hg38
ENSG00000235869,ENSG00000235869,hg38
ENSG00000235871,ENSG00000235871,hg38
ENSG00000235872,ENSG00000235872,hg38
ARHGEF7-AS2,ENSG00000235875,hg38
FEM1AP4,ENSG00000235876,hg38
FAR1P1,ENSG00000235879,hg38
ENSG00000235880,ENSG00000235880,hg38
ENSG00000235881,ENSG00000235881,hg38
LINC00941,ENSG00000235884,hg38
LINC01828,ENSG00000235885,hg38
ENSG00000235886,ENSG00000235886,hg38
LINC02799,ENSG00000235887,hg38
LINC02940,ENSG00000235888,hg38
TSPEAR-AS1,ENSG00000235890,hg38
PKMP2,ENSG00000235892,hg38
ENSG00000235893,ENSG00000235893,hg38
ENSG00000235895,ENSG00000235895,hg38
TM4SF19-AS1,ENSG00000235897,hg38
LINC01564,ENSG00000235899,hg38
ENSG00000235901,ENSG00000235901,hg38
ENSG00000235902,ENSG00000235902,hg38
CPB2-AS1,ENSG00000235903,hg38
RBMS3-AS3,ENSG00000235904,hg38
ENSG00000235907,ENSG00000235907,hg38
RHOA-IT1,ENSG00000235908,hg38
APOA1-AS,ENSG00000235910,hg38
ENSG00000235911,ENSG00000235911,hg38
ENSG00000235912,ENSG00000235912,hg38
MACROD2-AS1,ENSG00000235914,hg38
MRPS18CP7,ENSG00000235916,hg38
MTCO2P11,ENSG00000235917,hg38
ASH1L-AS1,ENSG00000235919,hg38
THRAP3P3,ENSG00000235920,hg38
ENSG00000235922,ENSG00000235922,hg38
ZNRF2P3,ENSG00000235924,hg38
RPS29P15,ENSG00000235926,hg38
NEXN-AS1,ENSG00000235927,hg38
TPT1P14,ENSG00000235929,hg38
HSPE1P12,ENSG00000235930,hg38
LINC01553,ENSG00000235931,hg38
ENSG00000235932,ENSG00000235932,hg38
LINC01779,ENSG00000235933,hg38
ENSG00000235934,ENSG00000235934,hg38
RPL21P30,ENSG00000235937,hg38
ENSG00000235939,ENSG00000235939,hg38
MTND1P21,ENSG00000235940,hg38
LCE6A,ENSG00000235942,hg38
TMEM212-IT1,ENSG00000235943,hg38
ZNF815P,ENSG00000235944,hg38
ENSG00000235945,ENSG00000235945,hg38
H2BW3P,ENSG00000235946,hg38
EGOT,ENSG00000235947,hg38
ENSG00000235951,ENSG00000235951,hg38
TTC28-AS1,ENSG00000235954,hg38
CICP20,ENSG00000235955,hg38
COX7CP1,ENSG00000235957,hg38
UBOX5-AS1,ENSG00000235958,hg38
ENSG00000235959,ENSG00000235959,hg38
PNMA6A,ENSG00000235961,hg38
RPL7AP53,ENSG00000235962,hg38
MCCD1P1,ENSG00000235963,hg38
FXYD6P2,ENSG00000235964,hg38
ENSG00000235965,ENSG00000235965,hg38
COX5BP3,ENSG00000235967,hg38
FBXL12P1,ENSG00000235968,hg38
CHEK2P4,ENSG00000235969,hg38
ENSG00000235972,ENSG00000235972,hg38
VN2R19P,ENSG00000235974,hg38
TPM2P1,ENSG00000235975,hg38
H2BP8,ENSG00000235976,hg38
ENSG00000235978,ENSG00000235978,hg38
ENSG00000235979,ENSG00000235979,hg38
ENSG00000235981,ENSG00000235981,hg38
GPC5-AS1,ENSG00000235984,hg38
ENSG00000235988,ENSG00000235988,hg38
MORC2-AS1,ENSG00000235989,hg38
RPL23AP20,ENSG00000235990,hg38
ENSG00000235991,ENSG00000235991,hg38
GRAMD4P2,ENSG00000235992,hg38
ENSG00000235993,ENSG00000235993,hg38
ENSG00000235994,ENSG00000235994,hg38
UBE2V1P6,ENSG00000235995,hg38
ENSG00000235996,ENSG00000235996,hg38
LINC01936,ENSG00000235997,hg38
TAAR7P,ENSG00000235998,hg38
ENSG00000236003,ENSG00000236003,hg38
ENSG00000236004,ENSG00000236004,hg38
ENSG00000236005,ENSG00000236005,hg38
MTCO1P46,ENSG00000236007,hg38
LINC01814,ENSG00000236008,hg38
ENSG00000236009,ENSG00000236009,hg38
HIGD1AP12,ENSG00000236012,hg38
LINC02941,ENSG00000236013,hg38
ENSG00000236015,ENSG00000236015,hg38
ASMTL-AS1,ENSG00000236017,hg38
ENSG00000236018,ENSG00000236018,hg38
COP1-DT,ENSG00000236021,hg38
ENSG00000236022,ENSG00000236022,hg38
PRRX2-AS1,ENSG00000236024,hg38
ENSG00000236025,ENSG00000236025,hg38
ENSG00000236026,ENSG00000236026,hg38
PATE3,ENSG00000236027,hg38
ENSG00000236028,ENSG00000236028,hg38
ENSG00000236031,ENSG00000236031,hg38
OR5H14,ENSG00000236032,hg38
NSA2P1,ENSG00000236035,hg38
LINC00445,ENSG00000236036,hg38
LINC02889,ENSG00000236039,hg38
CHIAP1,ENSG00000236040,hg38
COX6CP18,ENSG00000236041,hg38
ENSG00000236042,ENSG00000236042,hg38
FABP5P2,ENSG00000236044,hg38
ENSG00000236045,ENSG00000236045,hg38
ENSG00000236046,ENSG00000236046,hg38
RPL13AP12,ENSG00000236047,hg38
SSBL5P,ENSG00000236048,hg38
LINC01920,ENSG00000236049,hg38
MYCBP2-AS1,ENSG00000236051,hg38
LINC01643,ENSG00000236052,hg38
LINC01067,ENSG00000236053,hg38
SYN3-AS1,ENSG00000236054,hg38
GAPDHP14,ENSG00000236056,hg38
RPL17P36,ENSG00000236058,hg38
HSPB1P1,ENSG00000236060,hg38
GSTM5P1,ENSG00000236062,hg38
ENSG00000236064,ENSG00000236064,hg38
ENSG00000236065,ENSG00000236065,hg38
NT5ELP,ENSG00000236068,hg38
ENSG00000236069,ENSG00000236069,hg38
SRSF2P1,ENSG00000236072,hg38
ENSG00000236073,ENSG00000236073,hg38
ENSG00000236075,ENSG00000236075,hg38
LINC01072,ENSG00000236076,hg38
SLC6A14P1,ENSG00000236077,hg38
LINC01447,ENSG00000236078,hg38
ENSG00000236079,ENSG00000236079,hg38
YAP1P2,ENSG00000236080,hg38
ELFN1-AS1,ENSG00000236081,hg38
OR13E1P,ENSG00000236083,hg38
ACTG1P4,ENSG00000236085,hg38
HMGN2P28,ENSG00000236086,hg38
COX10-DT,ENSG00000236088,hg38
LDHAP3,ENSG00000236090,hg38
LINC02243,ENSG00000236091,hg38
LINC00545,ENSG00000236094,hg38
ENSG00000236095,ENSG00000236095,hg38
BNIP3P2,ENSG00000236097,hg38
ENSG00000236098,ENSG00000236098,hg38
ENSG00000236099,ENSG00000236099,hg38
RAC1P7,ENSG00000236101,hg38
ENSG00000236102,ENSG00000236102,hg38
ZBTB22,ENSG00000236104,hg38
PRELID3BP10,ENSG00000236105,hg38
ENSG00000236106,ENSG00000236106,hg38
SCN1A-AS1,ENSG00000236107,hg38
ENSG00000236108,ENSG00000236108,hg38
ENSG00000236109,ENSG00000236109,hg38
OR2AM1P,ENSG00000236110,hg38
RPL6P1,ENSG00000236111,hg38
ENSG00000236114,ENSG00000236114,hg38
ENSG00000236115,ENSG00000236115,hg38
ENSG00000236116,ENSG00000236116,hg38
LINC01639,ENSG00000236117,hg38
ENSG00000236118,ENSG00000236118,hg38
ENSG00000236119,ENSG00000236119,hg38
ENSG00000236120,ENSG00000236120,hg38
HAUS6P2,ENSG00000236121,hg38
CEACAMP11,ENSG00000236123,hg38
HMGN2P23,ENSG00000236124,hg38
USP17L4,ENSG00000236125,hg38
CT47A3,ENSG00000236126,hg38
ENSG00000236129,ENSG00000236129,hg38
PTCSC2,ENSG00000236130,hg38
MED13P1,ENSG00000236131,hg38
ENSG00000236132,ENSG00000236132,hg38
LINC01069,ENSG00000236133,hg38
ADORA2BP1,ENSG00000236136,hg38
CD101-AS1,ENSG00000236137,hg38
DUX4L26,ENSG00000236138,hg38
ENSG00000236140,ENSG00000236140,hg38
ENSG00000236141,ENSG00000236141,hg38
TMEM147-AS1,ENSG00000236144,hg38
ENSG00000236145,ENSG00000236145,hg38
ENSG00000236146,ENSG00000236146,hg38
RPL23AP37,ENSG00000236148,hg38
ENSG00000236151,ENSG00000236151,hg38
MRPS36P1,ENSG00000236152,hg38
UBE2E3-DT,ENSG00000236153,hg38
ENSG00000236154,ENSG00000236154,hg38
ZPLD2P,ENSG00000236155,hg38
CHCHD4P3,ENSG00000236156,hg38
RFC3P1,ENSG00000236158,hg38
ENSG00000236159,ENSG00000236159,hg38
ENSG00000236160,ENSG00000236160,hg38
ENSG00000236162,ENSG00000236162,hg38
ENSG00000236164,ENSG00000236164,hg38
PRADC1P1,ENSG00000236165,hg38
GAPDHP57,ENSG00000236167,hg38
ENSG00000236168,ENSG00000236168,hg38
IGHD1-1,ENSG00000236170,hg38
RPL12P26,ENSG00000236171,hg38
MIR7515HG,ENSG00000236172,hg38
ENSG00000236173,ENSG00000236173,hg38
SSU72P6,ENSG00000236175,hg38
LINC00353,ENSG00000236176,hg38
PRAMEF35P,ENSG00000236179,hg38
ENSG00000236180,ENSG00000236180,hg38
ENSG00000236182,ENSG00000236182,hg38
TCEA1P4,ENSG00000236184,hg38
HNRNPDLP3,ENSG00000236185,hg38
GJA6P,ENSG00000236187,hg38
PRKX-AS1,ENSG00000236188,hg38
RPL18AP15,ENSG00000236189,hg38
ENSG00000236190,ENSG00000236190,hg38
RPS15AP25,ENSG00000236191,hg38
LINC01953,ENSG00000236193,hg38
ENSG00000236194,ENSG00000236194,hg38
MRM3P2,ENSG00000236195,hg38
PPP1R9A-AS1,ENSG00000236197,hg38
SMARCA2-AS1,ENSG00000236199,hg38
KDM4A-AS1,ENSG00000236200,hg38
GRM7-AS1,ENSG00000236202,hg38
LINC01376,ENSG00000236204,hg38
ENSG00000236205,ENSG00000236205,hg38
ENSG00000236206,ENSG00000236206,hg38
C10orf71-AS1,ENSG00000236208,hg38
ENSG00000236209,ENSG00000236209,hg38
MTCO1P7,ENSG00000236211,hg38
ENSG00000236212,ENSG00000236212,hg38
ENSG00000236213,ENSG00000236213,hg38
PPP1R11P1,ENSG00000236216,hg38
C1DP2,ENSG00000236217,hg38
ENSG00000236226,ENSG00000236226,hg38
VEZF1P1,ENSG00000236229,hg38
ENSG00000236230,ENSG00000236230,hg38
ENSG00000236231,ENSG00000236231,hg38
MTCYBP24,ENSG00000236232,hg38
ENSG00000236234,ENSG00000236234,hg38
ENSG00000236235,ENSG00000236235,hg38
ENSG00000236238,ENSG00000236238,hg38
GPC5-IT1,ENSG00000236240,hg38
ENSG00000236241,ENSG00000236241,hg38
MYO16-AS1,ENSG00000236242,hg38
RPL6P29,ENSG00000236243,hg38
SLC35F3-AS1,ENSG00000236244,hg38
ENSG00000236246,ENSG00000236246,hg38
ENSG00000236248,ENSG00000236248,hg38
ENSG00000236252,ENSG00000236252,hg38
SLC25A3P1,ENSG00000236253,hg38
MTND4P14,ENSG00000236254,hg38
ENSG00000236255,ENSG00000236255,hg38
DIAPH2-AS1,ENSG00000236256,hg38
EI24P2,ENSG00000236257,hg38
TIMM8BP1,ENSG00000236258,hg38
PPIAP64,ENSG00000236259,hg38
ENSG00000236261,ENSG00000236261,hg38
SHANK2-AS2,ENSG00000236262,hg38
ENSG00000236263,ENSG00000236263,hg38
RPL26P30,ENSG00000236264,hg38
ENSG00000236266,ENSG00000236266,hg38
ENSG00000236267,ENSG00000236267,hg38
LINC01361,ENSG00000236268,hg38
SCUBE1-AS2,ENSG00000236272,hg38
ENSG00000236274,ENSG00000236274,hg38
NDP-AS1,ENSG00000236276,hg38
NIPA2P5,ENSG00000236277,hg38
PEBP1P3,ENSG00000236278,hg38
CLEC2L,ENSG00000236279,hg38
NDUFB9P2,ENSG00000236281,hg38
ENSG00000236283,ENSG00000236283,hg38
VN1R31P,ENSG00000236284,hg38
NPM1P8,ENSG00000236285,hg38
ZBED5,ENSG00000236287,hg38
GACAT3,ENSG00000236289,hg38
EEF1GP7,ENSG00000236290,hg38
USH2A-AS1,ENSG00000236292,hg38
ENSG00000236295,ENSG00000236295,hg38
GUSBP5,ENSG00000236296,hg38
EEF1A1P23,ENSG00000236297,hg38
ENSG00000236299,ENSG00000236299,hg38
MTND4LP12,ENSG00000236300,hg38
MRGPRG-AS1,ENSG00000236301,hg38
LINC02646,ENSG00000236303,hg38
ENSG00000236304,ENSG00000236304,hg38
SLC12A9-AS1,ENSG00000236305,hg38
LINC01241,ENSG00000236306,hg38
EEF1E1P1,ENSG00000236307,hg38
ENSG00000236308,ENSG00000236308,hg38
TLX1NB,ENSG00000236311,hg38
RPL34P34,ENSG00000236312,hg38
VN1R53P,ENSG00000236313,hg38
OR7E109P,ENSG00000236316,hg38
ENSG00000236317,ENSG00000236317,hg38
LINC02888,ENSG00000236318,hg38
ENSG00000236319,ENSG00000236319,hg38
SLFN14,ENSG00000236320,hg38
BMP6P1,ENSG00000236323,hg38
SNX9-AS1,ENSG00000236324,hg38
RPL32P5,ENSG00000236325,hg38
ENSG00000236326,ENSG00000236326,hg38
ENSG00000236327,ENSG00000236327,hg38
RPL5P9,ENSG00000236330,hg38
ENSG00000236332,ENSG00000236332,hg38
TRHDE-AS1,ENSG00000236333,hg38
PPIAL4G,ENSG00000236334,hg38
ENSG00000236335,ENSG00000236335,hg38
CDYL-AS1,ENSG00000236336,hg38
FMR1-IT1,ENSG00000236337,hg38
POM121L13P,ENSG00000236339,hg38
GRM8-AS1,ENSG00000236340,hg38
ENSG00000236341,ENSG00000236341,hg38
EI24P4,ENSG00000236343,hg38
SCAT8,ENSG00000236345,hg38
ENSG00000236347,ENSG00000236347,hg38
PSMC1P10,ENSG00000236348,hg38
SUCLG2P2,ENSG00000236349,hg38
ENSG00000236352,ENSG00000236352,hg38
LINC00437,ENSG00000236354,hg38
DNAH8-DT,ENSG00000236355,hg38
ENSG00000236356,ENSG00000236356,hg38
EI24P1,ENSG00000236357,hg38
ENSG00000236358,ENSG00000236358,hg38
OR51B8P,ENSG00000236359,hg38
RRAS2P1,ENSG00000236360,hg38
GAGE12F,ENSG00000236362,hg38
ENSG00000236364,ENSG00000236364,hg38
EIF3MP1,ENSG00000236365,hg38
ENSG00000236366,ENSG00000236366,hg38
CT47A1,ENSG00000236371,hg38
ENSG00000236372,ENSG00000236372,hg38
LINC02653,ENSG00000236373,hg38
POU5F1P5,ENSG00000236375,hg38
ENSG00000236376,ENSG00000236376,hg38
ENSG00000236377,ENSG00000236377,hg38
ENSG00000236378,ENSG00000236378,hg38
ZNF736P4Y,ENSG00000236379,hg38
VENTXP7,ENSG00000236380,hg38
KRTAP10-13P,ENSG00000236382,hg38
CCDC200,ENSG00000236383,hg38
LINC00479,ENSG00000236384,hg38
ENSG00000236385,ENSG00000236385,hg38
ENSG00000236386,ENSG00000236386,hg38
ENSG00000236387,ENSG00000236387,hg38
ITCH-AS1,ENSG00000236388,hg38
ENSG00000236389,ENSG00000236389,hg38
ENSG00000236390,ENSG00000236390,hg38
ENSG00000236391,ENSG00000236391,hg38
ENSG00000236393,ENSG00000236393,hg38
ENSG00000236394,ENSG00000236394,hg38
ENSG00000236395,ENSG00000236395,hg38
SLC35G4,ENSG00000236396,hg38
DDX11L2,ENSG00000236397,hg38
TAS2R39,ENSG00000236398,hg38
KRTAP21-4P,ENSG00000236400,hg38
SLC4A1APP2,ENSG00000236401,hg38
ENSG00000236403,ENSG00000236403,hg38
VLDLR-AS1,ENSG00000236404,hg38
UBQLN1P1,ENSG00000236405,hg38
HMGB1P18,ENSG00000236407,hg38
ENSG00000236408,ENSG00000236408,hg38
NRADDP,ENSG00000236409,hg38
NDUFAF4P3,ENSG00000236411,hg38
ENSG00000236412,ENSG00000236412,hg38
ENSG00000236413,ENSG00000236413,hg38
ENSG00000236414,ENSG00000236414,hg38
CTSLP1,ENSG00000236417,hg38
CHCHD3P1,ENSG00000236420,hg38
LINC01134,ENSG00000236423,hg38
TSPY10,ENSG00000236424,hg38
ENSG00000236425,ENSG00000236425,hg38
ENSG00000236426,ENSG00000236426,hg38
CCDST,ENSG00000236427,hg38
GPM6BP2,ENSG00000236429,hg38
KRT8P29,ENSG00000236430,hg38
ENSG00000236431,ENSG00000236431,hg38
MFF-DT,ENSG00000236432,hg38
RPL37P21,ENSG00000236433,hg38
ENSG00000236434,ENSG00000236434,hg38
TSPY12P,ENSG00000236435,hg38
LINC02850,ENSG00000236436,hg38
LINC02151,ENSG00000236437,hg38
FAM157A,ENSG00000236438,hg38
ENSG00000236439,ENSG00000236439,hg38
COPRSP1,ENSG00000236440,hg38
ANKRD54P1,ENSG00000236442,hg38
UBE2L5,ENSG00000236444,hg38
LINC00608,ENSG00000236445,hg38
CT47B1,ENSG00000236446,hg38
ATG10-IT1,ENSG00000236447,hg38
ENSG00000236449,ENSG00000236449,hg38
ENSG00000236450,ENSG00000236450,hg38
ENSG00000236451,ENSG00000236451,hg38
ENSG00000236452,ENSG00000236452,hg38
ENSG00000236453,ENSG00000236453,hg38
ENSG00000236456,ENSG00000236456,hg38
ENSG00000236457,ENSG00000236457,hg38
HNRNPA1P22,ENSG00000236459,hg38
SNX2P2,ENSG00000236460,hg38
ENSG00000236461,ENSG00000236461,hg38
LINC00427,ENSG00000236463,hg38
LINC02559,ENSG00000236464,hg38
RCAN2-DT,ENSG00000236466,hg38
KCNMA1-AS1,ENSG00000236467,hg38
EEF1A1P44,ENSG00000236468,hg38
ENSG00000236469,ENSG00000236469,hg38
LINC02920,ENSG00000236471,hg38
ENSG00000236472,ENSG00000236472,hg38
KRT43P,ENSG00000236473,hg38
GCNT1P1,ENSG00000236474,hg38
TRIM26BP,ENSG00000236475,hg38
ENSG00000236476,ENSG00000236476,hg38
RPS24P1,ENSG00000236477,hg38
ENSG00000236478,ENSG00000236478,hg38
PKMP1,ENSG00000236480,hg38
LINC02195,ENSG00000236481,hg38
MTND2P40,ENSG00000236483,hg38
RRM2P2,ENSG00000236484,hg38
LINC01945,ENSG00000236485,hg38
ENSG00000236487,ENSG00000236487,hg38
ENSG00000236489,ENSG00000236489,hg38
ENSG00000236491,ENSG00000236491,hg38
EIF2S2P3,ENSG00000236493,hg38
ENSG00000236494,ENSG00000236494,hg38
ENSG00000236495,ENSG00000236495,hg38
GPS2P1,ENSG00000236496,hg38
LINC01744,ENSG00000236497,hg38
ENSG00000236498,ENSG00000236498,hg38
LINC00896,ENSG00000236499,hg38
CD24P1,ENSG00000236500,hg38
ENSG00000236501,ENSG00000236501,hg38
SIX3-AS1,ENSG00000236502,hg38
TRPC6P8,ENSG00000236503,hg38
ENSG00000236504,ENSG00000236504,hg38
ENSG00000236505,ENSG00000236505,hg38
ENSG00000236507,ENSG00000236507,hg38
ATP13A5-AS1,ENSG00000236508,hg38
RPL21P133,ENSG00000236509,hg38
ENSG00000236510,ENSG00000236510,hg38
LINC01231,ENSG00000236511,hg38
ENSG00000236512,ENSG00000236512,hg38
ENSG00000236513,ENSG00000236513,hg38
ENSG00000236514,ENSG00000236514,hg38
KLF2P4,ENSG00000236516,hg38
LINC01424,ENSG00000236519,hg38
GPC6-AS1,ENSG00000236520,hg38
NPAP1P4,ENSG00000236521,hg38
NPM1P40,ENSG00000236523,hg38
ENSG00000236525,ENSG00000236525,hg38
BTBD3-AS1,ENSG00000236526,hg38
ARF4P2,ENSG00000236527,hg38
ENSG00000236528,ENSG00000236528,hg38
ENSG00000236529,ENSG00000236529,hg38
KPNA2P1,ENSG00000236530,hg38
ENSG00000236531,ENSG00000236531,hg38
LINC01695,ENSG00000236532,hg38
RPS12P4,ENSG00000236533,hg38
H3P36,ENSG00000236534,hg38
RC3H1-IT1,ENSG00000236535,hg38
ENSG00000236536,ENSG00000236536,hg38
ZNF863P,ENSG00000236538,hg38
HNRNPA1P54,ENSG00000236539,hg38
ENSG00000236540,ENSG00000236540,hg38
VN2R9P,ENSG00000236541,hg38
MED28P7,ENSG00000236542,hg38
ENSG00000236543,ENSG00000236543,hg38
EN2-DT,ENSG00000236544,hg38
ENSG00000236545,ENSG00000236545,hg38
MYCL-AS1,ENSG00000236546,hg38
RNF217-AS1,ENSG00000236548,hg38
RPS27AP7,ENSG00000236549,hg38
ENSG00000236550,ENSG00000236550,hg38
RPL13AP5,ENSG00000236552,hg38
ASNSP3,ENSG00000236554,hg38
ENSG00000236555,ENSG00000236555,hg38
ENSG00000236556,ENSG00000236556,hg38
BCL2L1-AS1,ENSG00000236559,hg38
IFITM3P1,ENSG00000236562,hg38
YWHAQP5,ENSG00000236564,hg38
HNRNPA3P5,ENSG00000236565,hg38
TCF3P1,ENSG00000236567,hg38
HNRNPA1P73,ENSG00000236569,hg38
RAD23BP1,ENSG00000236570,hg38
ENSG00000236571,ENSG00000236571,hg38
ENSG00000236572,ENSG00000236572,hg38
ENSG00000236574,ENSG00000236574,hg38
ENSG00000236576,ENSG00000236576,hg38
SNRPGP14,ENSG00000236577,hg38
RPL36P13,ENSG00000236580,hg38
STARD13-AS,ENSG00000236581,hg38
PRPF38AP2,ENSG00000236582,hg38
ENSG00000236583,ENSG00000236583,hg38
MTATP6P4,ENSG00000236590,hg38
UST-AS2,ENSG00000236591,hg38
S100A11P2,ENSG00000236592,hg38
RPS27AP14,ENSG00000236594,hg38
MED15P5,ENSG00000236595,hg38
CRLF3P1,ENSG00000236596,hg38
IGHD7-27,ENSG00000236597,hg38
ELOCP26,ENSG00000236599,hg38
ENSG00000236601,ENSG00000236601,hg38
RANP1,ENSG00000236603,hg38
LYPLA2P3,ENSG00000236604,hg38
ENSG00000236605,ENSG00000236605,hg38
ENSG00000236606,ENSG00000236606,hg38
EEF1DP8,ENSG00000236607,hg38
EIF4A1P6,ENSG00000236608,hg38
ZNF853,ENSG00000236609,hg38
SOCS5P1,ENSG00000236610,hg38
LINC02556,ENSG00000236611,hg38
KRTAP19-11P,ENSG00000236612,hg38
ENSG00000236615,ENSG00000236615,hg38
BAK1P2,ENSG00000236616,hg38
CHFR-DT,ENSG00000236617,hg38
PITPNA-AS1,ENSG00000236618,hg38
